UID,Text,Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval, ITL 
19268,I need money to publish and market my self-written book.,"? 41,011.00",339,23442,94.14,unemployed,Rejected, 0.57 
19269,I need a loan to finance my MBA and career advancement.,"? 161,134.00",548,94430,10.24,employed,Rejected, 0.59 
19270,I need a loan to install a security system at home.,"? 56,939.00",381,43702,36.94,employed,Rejected, 0.77 
19271,I want to expand my small online clothing store.,"? 25,998.00",778,7115,110.68,unemployed,Rejected, 0.27 
19272,I need financial support to open a daycare center in my neighborhood.,"? 58,726.00",841,19504,68.83,unemployed,Rejected, 0.33 
19273,I want to start a local transportation service and need funds for a van.,"? 198,518.00",425,138892,13.69,unemployed,Rejected, 0.70 
19274,I want to purchase land to start an organic farming venture.,"? 178,973.00",557,25413,8.5,unemployed,Rejected, 0.14 
19275,I need a loan to buy a motorcycle for daily transportation.,"? 130,301.00",336,21581,29.58,employed,Rejected, 0.17 
19276,I need money to cover funeral expenses for a loved one.,"? 184,841.00",627,22724,24.3,employed,Approved, 0.12 
19277,I need a loan to buy a motorcycle for daily transportation.,"? 80,052.00",424,31125,6.94,unemployed,Rejected, 0.39 
19278,I need money to invest in a franchise business opportunity.,"? 134,555.00",649,93797,22.22,employed,Rejected, 0.70 
19279,I need a loan to pay for a down payment on my first home.,"? 43,198.00",466,12038,44.38,unemployed,Rejected, 0.28 
19280,I need money to cover funeral expenses for a loved one.,"? 163,489.00",433,62781,29.31,unemployed,Rejected, 0.38 
19281,I need funds to upgrade my computer and buy software for freelance work.,"? 41,946.00",551,22366,100.24,unemployed,Rejected, 0.53 
19282,I want to invest in a rental property as a source of passive income.,"? 40,089.00",810,1243,93.29,unemployed,Rejected, 0.03 
19283,I need a loan to pay for a down payment on my first home.,"? 105,471.00",739,40966,11.44,employed,Approved, 0.39 
19284,I need a loan to pay for a digital marketing course to grow my business.,"? 196,936.00",822,144045,13,unemployed,Rejected, 0.73 
19285,I need a loan to pay for a much-needed vacation after years of saving.,"? 193,751.00",436,19324,6.42,employed,Rejected, 0.10 
19286,I need a loan to cover hospital bills after an unexpected surgery.,"? 92,501.00",510,35958,29.93,employed,Rejected, 0.39 
19287,I need a loan to relocate to a new city after getting a job offer.,"? 134,448.00",463,84550,7.99,unemployed,Rejected, 0.63 
19288,I need funds to upgrade my computer and buy software for freelance work.,"? 159,944.00",837,78888,6.84,employed,Approved, 0.49 
19289,I need funds to pay for my pilot training program.,"? 27,169.00",802,2857,114.1,unemployed,Rejected, 0.11 
19290,I need financial help to cover maternity and delivery expenses.,"? 129,594.00",664,15697,7.01,unemployed,Rejected, 0.12 
19291,I need money to pay for a vocational training course in plumbing.,"? 164,017.00",655,33655,21.9,employed,Approved, 0.21 
19292,I need money to invest in a franchise business opportunity.,"? 160,007.00",603,91399,21.96,employed,Approved, 0.57 
19293,I want to make home improvements like installing solar panels.,"? 91,153.00",666,67329,8.18,employed,Rejected, 0.74 
19294,I need a loan to repair my car after an accident.,"? 137,024.00",545,48553,27.74,employed,Rejected, 0.35 
19295,I need money to open a small bookstore and café.,"? 73,429.00",671,11541,24.45,unemployed,Rejected, 0.16 
19296,I need financial assistance to launch my own YouTube content creation business.,"? 109,660.00",518,16444,45.02,unemployed,Rejected, 0.15 
19297,I need money to cover funeral expenses for a loved one.,"? 28,464.00",304,21453,34.81,employed,Rejected, 0.75 
19298,I need a loan to pay off overdue electricity and water bills.,"? 99,165.00",745,2450,40.92,employed,Approved, 0.02 
19299,I want to invest in a rental property as a source of passive income.,"? 128,480.00",393,45609,22.46,unemployed,Rejected, 0.35 
19300,I need a loan to develop and launch my mobile app startup.,"? 132,376.00",357,58076,11.58,unemployed,Rejected, 0.44 
19301,I need financial support to open a daycare center in my neighborhood.,"? 184,299.00",369,23680,14.74,employed,Rejected, 0.13 
19302,I need money to pay for a vocational training course in plumbing.,"? 84,554.00",391,7183,57.44,unemployed,Rejected, 0.08 
19303,I want to invest in a rental property as a source of passive income.,"? 85,554.00",769,52085,26.96,unemployed,Rejected, 0.61 
19304,I need funds to enroll in a professional certification program.,"? 76,293.00",395,53837,42.46,employed,Rejected, 0.71 
19305,I need money to publish and market my self-written book.,"? 44,192.00",482,27679,92.66,employed,Rejected, 0.63 
19306,I need funds to upgrade my computer and buy software for freelance work.,"? 173,687.00",848,41720,2.88,unemployed,Rejected, 0.24 
19307,I need a loan to upgrade my small music studio with better equipment.,"? 108,145.00",567,65610,26.08,unemployed,Rejected, 0.61 
19308,I need money to start a home-based catering business.,"? 140,685.00",546,104786,29.13,employed,Rejected, 0.74 
19309,I need financial support for medical treatment abroad.,"? 113,514.00",611,36528,19.48,employed,Approved, 0.32 
19310,I need money to launch my own tech startup focused on AI solutions.,"? 129,390.00",392,64370,34.43,unemployed,Rejected, 0.50 
19311,I want to purchase land to start an organic farming venture.,"? 116,249.00",624,64085,25.64,unemployed,Rejected, 0.55 
19312,I need financial help to build my dream home in the countryside.,"? 56,265.00",331,38307,40.06,employed,Rejected, 0.68 
19313,I want to consolidate my credit card debts into one manageable payment.,"? 182,234.00",679,77172,23.41,unemployed,Rejected, 0.42 
19314,I need financial help to build my dream home in the countryside.,"? 100,098.00",363,57621,28.54,unemployed,Rejected, 0.58 
19315,I need a loan to pay for a much-needed vacation after years of saving.,"? 198,323.00",656,130304,4.83,employed,Rejected, 0.66 
19316,I need a loan to buy a truck and start a moving business.,"? 44,583.00",440,9096,44.8,employed,Rejected, 0.20 
19317,I need money to cover unexpected medical expenses from surgery.,"? 30,362.00",803,5083,131.46,unemployed,Rejected, 0.17 
19318,I need money to cover unexpected legal expenses related to a dispute.,"? 147,762.00",755,72219,32.59,unemployed,Rejected, 0.49 
19319,"I need financial help to cover wedding expenses, including the venue and catering.","? 64,286.00",428,43159,46.42,unemployed,Rejected, 0.67 
19320,I need funds to upgrade my computer and buy software for freelance work.,"? 34,869.00",432,16447,105.47,employed,Rejected, 0.47 
19321,I want to invest in a rental property as a source of passive income.,"? 90,223.00",821,9190,49.99,employed,Approved, 0.10 
19322,I need money to open a small bookstore and café.,"? 194,304.00",459,148199,6.14,employed,Rejected, 0.76 
19323,I need a loan to buy a motorcycle for daily transportation.,"? 98,581.00",328,63389,48.42,unemployed,Rejected, 0.64 
19324,I need money to launch my own tech startup focused on AI solutions.,"? 130,976.00",634,28775,37.5,unemployed,Rejected, 0.22 
19325,I need a loan to finance my MBA and career advancement.,"? 130,012.00",616,71124,19.63,unemployed,Rejected, 0.55 
19326,I need money to start a home-based catering business.,"? 182,983.00",737,30268,19.72,unemployed,Rejected, 0.17 
19327,I need money to cover unexpected medical expenses from surgery.,"? 159,008.00",321,105373,19.85,unemployed,Rejected, 0.66 
19328,I need money to purchase specialized tools for my auto repair shop.,"? 58,975.00",608,10352,81.87,employed,Rejected, 0.18 
19329,I need a loan to cover emergency expenses after a natural disaster.,"? 77,436.00",427,22762,33.37,employed,Rejected, 0.29 
19330,"I need financial help to cover wedding expenses, including the venue and catering.","? 62,900.00",493,30589,8,unemployed,Rejected, 0.49 
19331,I need a loan to start a small business.,"? 87,683.00",415,39000,36.55,employed,Rejected, 0.44 
19332,I need funds to expand my home-based bakery to a physical store.,"? 33,462.00",557,18411,15.07,unemployed,Rejected, 0.55 
19333,I need financial help to cover maternity and delivery expenses.,"? 81,515.00",543,23618,39.13,unemployed,Rejected, 0.29 
19334,I need money to purchase a food truck and start my own business.,"? 83,653.00",466,40098,18.86,employed,Rejected, 0.48 
19335,I want to expand my small online clothing store.,"? 139,199.00",514,29731,21.33,unemployed,Rejected, 0.21 
19336,I need money to purchase a food truck and start my own business.,"? 141,875.00",343,8848,17.2,employed,Rejected, 0.06 
19337,I need money to invest in a franchise business opportunity.,"? 82,281.00",441,34291,58.92,employed,Rejected, 0.42 
19338,I need a loan to finance my MBA and career advancement.,"? 159,389.00",490,57761,19.68,unemployed,Rejected, 0.36 
19339,I need a loan to pay for legal fees related to my business license.,"? 61,238.00",380,41577,27.84,unemployed,Rejected, 0.68 
19340,I need a loan to cover moving expenses after being transferred to another city.,"? 105,351.00",355,73968,34.3,unemployed,Rejected, 0.70 
19341,I need a loan to start a small business.,"? 55,309.00",714,40775,52.03,employed,Rejected, 0.74 
19342,I need a loan to build a website and market my freelance services.,"? 130,174.00",382,13676,10.26,unemployed,Rejected, 0.11 
19343,I need a loan to repair my car after an accident.,"? 35,987.00",305,17486,42.88,employed,Rejected, 0.49 
19344,I need a loan to buy a reliable used car for work commuting.,"? 120,685.00",695,69015,38.6,unemployed,Rejected, 0.57 
19345,I need funds to stock inventory for my new retail store.,"? 81,456.00",819,9687,14.79,unemployed,Rejected, 0.12 
19346,I want to start a small roadside food stall and need funds for equipment.,"? 110,126.00",849,29315,22.94,employed,Approved, 0.27 
19347,I need a loan to upgrade my small music studio with better equipment.,"? 156,891.00",476,15638,14.56,unemployed,Rejected, 0.10 
19348,I want to make home improvements like installing solar panels.,"? 80,105.00",736,38611,55.69,unemployed,Rejected, 0.48 
19349,"I need a loan for home renovation, including a kitchen remodel.","? 192,585.00",563,81232,14.92,unemployed,Rejected, 0.42 
19350,I need financial support to renovate my rental apartment.,"? 69,843.00",806,35652,30.18,employed,Approved, 0.51 
19351,I need a loan to pay for legal fees related to my business license.,"? 148,326.00",589,82991,25.19,unemployed,Rejected, 0.56 
19352,I need a loan to buy a motorcycle for daily transportation.,"? 150,183.00",691,49425,26.94,unemployed,Rejected, 0.33 
19353,I need a loan to cover emergency expenses after a natural disaster.,"? 97,835.00",689,21177,11.6,unemployed,Rejected, 0.22 
19354,I need financial support to renovate my rental apartment.,"? 123,609.00",663,1944,30.75,unemployed,Rejected, 0.02 
19355,I need financial help to pay off my high-interest payday loans.,"? 48,808.00",700,8213,94.26,employed,Rejected, 0.17 
19356,I need money to buy new tools and materials for my woodworking business.,"? 61,703.00",694,10740,40.82,unemployed,Rejected, 0.17 
19357,I want to make home improvements like installing solar panels.,"? 107,312.00",596,26654,16.9,unemployed,Rejected, 0.25 
19358,I need a loan to cover moving expenses after being transferred to another city.,"? 161,012.00",329,93247,24.99,unemployed,Rejected, 0.58 
19359,I need a loan to pay for a down payment on my first home.,"? 21,603.00",336,11042,145.74,employed,Rejected, 0.51 
19360,I want to start a local transportation service and need funds for a van.,"? 91,556.00",530,45450,26.56,employed,Rejected, 0.50 
19361,I need a loan to buy a truck and start a moving business.,"? 170,307.00",481,108696,24.83,unemployed,Rejected, 0.64 
19362,I need a loan to pay for a down payment on my first home.,"? 54,883.00",364,35315,74.6,unemployed,Rejected, 0.64 
19363,I need a loan to cover moving expenses after being transferred to another city.,"? 70,744.00",752,25857,42.67,employed,Approved, 0.37 
19364,I want to start a small roadside food stall and need funds for equipment.,"? 142,367.00",448,52192,26.93,unemployed,Rejected, 0.37 
19365,I need money to cover unexpected medical expenses from surgery.,"? 186,004.00",517,43442,7.87,employed,Rejected, 0.23 
19366,I need a loan to cover hospital bills after an unexpected surgery.,"? 182,102.00",444,133575,17.94,employed,Rejected, 0.73 
19367,I need a loan to repair my car after an accident.,"? 57,839.00",461,6883,37.66,employed,Rejected, 0.12 
19368,I need money to publish and market my self-written book.,"? 199,478.00",524,77318,7.18,unemployed,Rejected, 0.39 
19369,I need a loan to develop and launch my mobile app startup.,"? 186,809.00",698,101308,14.51,employed,Approved, 0.54 
